eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,capex_int_%,profits_losses_eur_million,profits_1_year_growth_%,profitability_%,employees,employees_1_year_growth_%,
583,Premier Farnell,UK,Support services,17.7,124.2,1162.8,-1.8,1.5,12.4,20.9,1.1,124.5,-7.0,10.7,4,1.7,
584,SDL,UK,Software & computer services,17.6,8.3,273.6,12.5,6.4,4.6,55.4,1.7,38.2,11.8,14.0,2,10.0,
585,Monitise,UK,Fixed line telecommunications,17.5,95.3,43.1,157.0,40.5,3.8,36.6,8.7,-16.5,-20.9,-38.3,0,111.2,
586,Beneteau,France,Leisure goods,17.3,22.1,921.8,18.3,1.9,,,,62.7,31.8,6.8,7,21.6,
587,Rolls-Royce Goodrich Engine Control Systems,UK,Household goods & home construction,17.2,17.1,248.8,10.6,6.9,,,,-0.1,-98.3,0.0,1,6.1,
588,Delaval International,Sweden,Industrial engineering,17.2,-5.7,621.0,12.6,2.8,,,,37.8,-11.6,6.1,1,2.1,
589,Fugro,The Netherlands,Construction & materials,17.2,424.3,2577.8,13.0,0.7,320.9,-27.7,12.4,355.9,0.9,13.8,14,3.1,
590,Anite,UK,Software & computer services,17.2,14.4,146.4,55.6,11.7,5.9,110.6,4.0,80.1,-3737.4,54.7,0,6.0,
591,Unibet,Malta,Travel & leisure,17.1,108.4,184.5,4.7,9.3,3.4,120.6,1.9,49.2,15.9,26.7,1,8.2,
592,De La Rue,UK,Support services,17.1,-10.1,631.3,13.9,2.7,38.4,38.4,6.1,48.2,-50.4,7.6,4,-1.5,
593,Hoerbiger Deutschland Holding,Germany,Support services,16.9,21.4,438.4,31.5,3.9,,,,4.9,-110.9,1.1,3,4.3,
594,Geox,Italy,Personal goods,16.9,7.9,887.3,4.4,1.9,24.1,0.9,2.7,82.5,-11.7,9.3,3,12.1,
595,Funkwerk,Germany,Mobile telecommunications,16.9,-39.4,164.6,-22.0,10.3,2.7,53.0,1.7,-8.4,-49.6,-5.1,1,-26.5,
596,Pharm Research Associates,UK,Software & computer services,16.8,38.3,151.3,299.9,11.1,,,,17.2,31.4,11.4,0,20.6,
597,ESI,France,Software & computer services,16.8,-4.5,94.2,11.9,17.9,,,,9.7,62.9,10.3,1,9.0,
598,Sepura,UK,Technology hardware & equipment,16.7,-2.6,83.0,4.0,20.1,1.8,71.8,2.2,5.4,22.6,6.5,0,-11.0,
599,Vetoquinol,France,Pharmaceuticals & biotechnology,16.7,-21.0,284.1,0.7,5.9,7.2,17.4,2.5,31.8,-1.0,11.2,2,7.8,
600,Manitou BF,France,Industrial engineering,16.6,19.2,1131.1,34.9,1.5,,,,52.7,2096.5,4.7,3,10.2,
601,Zealand Pharma,Denmark,Pharmaceuticals & biotechnology,16.5,121.1,19.1,62.9,86.5,1.5,170.9,8.1,1.2,-108.1,6.2,0,26.4,
602,Schouw,Denmark,General industrials,16.5,33.1,1604.6,20.1,1.0,76.0,19.6,4.7,86.2,16.9,5.4,3,3.8,
603,Arup,UK,Construction & materials,16.5,-1.4,713.5,-38.4,2.3,,,,29.4,-73.1,4.1,10,0.8,
604,Intralot,Greece,Travel & leisure,16.5,-39.1,1202.4,7.8,1.4,79.6,35.1,6.6,71.4,-13.3,5.9,6,2.5,
605,Basware,Finland,Software & computer services,16.5,10.9,107.8,4.5,15.3,5.6,643.9,5.2,12.3,-9.9,11.4,1,25.2,
606,Leica Camera,Germany,Leisure goods,16.5,4.8,,,,,,,,,,0,,
607,Almac,UK,Pharmaceuticals & biotechnology,16.4,66.3,329.2,9.8,5.0,,,,25.4,40.5,7.7,3,7.6,
608,Stork,The Netherlands,Construction & materials,16.3,9.7,1636.5,-1.9,1.0,,,,-111.7,-284.8,-6.8,13,0.9,
609,Uponor,Finland,Construction & materials,16.3,1.2,806.4,7.6,2.0,24.0,33.3,3.0,29.1,-41.1,3.6,3,0.3,
610,Vernalis,UK,Pharmaceuticals & biotechnology,16.3,37.2,14.5,-14.3,111.9,0.3,-0.1,2.1,-12.7,-26.6,-87.4,0,0.0,
611,Morgan Crucible,UK,Electronic & electrical equipment,16.3,-14.5,1315.6,8.3,1.2,34.3,43.5,2.6,191.4,72.3,14.6,10,4.3,
612,R Stahl,Germany,Electronic & electrical equipment,16.2,52.3,242.9,9.1,6.7,4.8,31.7,2.0,16.7,-10.1,6.9,2,3.5,
613,Huhtamaki,Finland,General industrials,16.2,0.6,2043.6,-3.0,0.8,82.2,-8.0,4.0,120.2,-16.6,5.9,13,-0.7,
614,PSI,Germany,Software & computer services,16.2,9.9,169.5,6.8,9.6,3.2,-50.7,1.9,10.7,28.2,6.3,1,6.0,
615,Stabilus,Germany,Industrial engineering,16.2,1.6,261.7,14.1,6.2,,,,43.5,-31.0,16.6,2,5.1,
616,3W Power,Luxembourg,Alternative energy,16.1,36.0,428.2,39.9,3.8,11.9,-42.8,2.8,12.7,-110.1,3.0,2,14.8,
617,RM,UK,Software & computer services,16.1,-0.4,419.2,-7.7,3.8,5.4,-42.0,1.3,-23.0,-214.9,-5.5,3,-2.3,
618,Ballast Nedam,The Netherlands,Construction & materials,16.0,0.0,1382.0,1.7,1.2,42.0,31.3,3.0,19.0,5.6,1.4,4,2.3,
619,OMV,Austria,Oil & gas producers,15.9,0.9,34053.2,46.0,0.0,2462.3,18.9,7.2,2689.5,11.2,7.9,30,-8.4,
620,Youview TV,UK,Media,15.8,,24.1,,65.7,,,,0.5,,2.2,0,,
621,Hoganas,Sweden,Industrial metals & mining,15.8,7.6,794.5,6.1,2.0,47.6,60.6,6.0,119.8,-3.6,15.1,2,4.8,
622,Investment Latour,Sweden,Other financials,15.7,32.1,804.6,19.7,2.0,20.3,70.8,2.5,247.8,160.4,30.8,4,19.1,
623,Kesa Electricals,UK,General retailers,15.7,14.6,4025.7,-32.0,0.4,82.7,-11.6,2.1,-12.7,-115.7,-0.3,17,-35.3,
624,Channel Four Television,UK,Media,15.7,18.0,,,,,,,,,,0,,
625,Martin-Baker ,UK,Aerospace & defence,15.6,16.1,232.2,19.1,6.7,4.8,105.8,2.1,73.8,24.0,31.8,1,4.0,
626,Amarin,UK,Pharmaceuticals & biotechnology,15.6,-28.1,,,,0.3,1645.2,,-34.1,-82.3,,0,93.8,
627,Telit Communications,UK,Technology hardware & equipment,15.5,-2.3,137.1,34.7,11.3,7.8,499.4,5.7,2.9,-34.6,2.2,0,12.6,
628,Sabca,Belgium,Aerospace & defence,15.5,62.7,138.3,2.4,11.2,,,,13.7,-29.7,9.9,1,-1.9,
629,Amper,Spain,Technology hardware & equipment,15.4,12.1,392.7,50.0,3.9,1.2,-5.3,0.3,12.6,-170.2,3.2,2,74.5,
630,Wilex,Germany,Pharmaceuticals & biotechnology,15.4,-21.9,9.9,,155.8,0.3,510.9,2.8,-13.4,-42.1,-135.5,0,55.0,
631,Comptel,Finland,Software & computer services,15.3,15.4,76.8,-1.5,20.0,0.4,-63.5,0.6,11.6,26.0,15.1,1,5.8,
632,Tornier,The Netherlands,Food & drug retailers,15.3,10.6,201.9,14.9,7.6,,,,-11.8,-48.9,-5.8,1,,
633,Force India Formula One,UK,Travel & leisure,15.3,-33.7,57.9,54.1,26.4,,,,-29.9,-36.7,-51.6,0,6.0,
634,Brainlab,Germany,Health care equipment & services,15.3,0.4,200.9,-4.0,7.6,,,,20.1,-51.5,10.0,1,5.1,
635,Meda,Sweden,Pharmaceuticals & biotechnology,15.3,-75.0,1442.6,11.1,1.1,13.9,-10.8,1.0,296.7,4.5,20.6,3,-0.1,
636,EL EN,Italy,Electronic & electrical equipment,15.2,34.3,211.1,12.3,7.2,4.3,-23.6,2.0,6.6,95.7,3.1,1,23.5,
637,MBDA,UK,Aerospace & defence,15.2,-0.8,612.2,-29.0,2.5,,,,60.2,60.0,9.8,3,3.4,
638,Nokian Tyres,Finland,Automobiles & parts,15.1,18.9,1456.8,37.7,1.0,159.8,203.2,11.0,379.9,72.8,26.1,4,15.8,
639,Rational,Germany,Household goods & home construction,14.9,10.6,391.7,11.9,3.8,5.7,42.4,1.5,100.7,-4.8,25.7,1,15.7,
640,Yule Catto,UK,Chemicals,14.9,31.6,1334.6,76.6,1.1,29.0,126.1,2.2,64.0,3.9,4.8,3,39.0,
641,Pharming,The Netherlands,Pharmaceuticals & biotechnology,14.9,-29.7,3.0,423.4,495.8,1.1,16.4,35.3,-18.5,-58.1,-616.9,0,-10.7,
642,Recticel,Belgium,Chemicals,14.8,-6.2,1378.1,2.2,1.1,23.7,-25.8,1.7,36.0,24.8,2.6,9,0.4,
643,European Spallation Source Ess,Sweden,Support services,14.8,360.5,0.1,164.6,17307.4,,,,-20.1,276.1,-23557.9,0,54.5,
644,Pfeiffer Vacuum Technology,Germany,Industrial engineering,14.7,110.1,519.5,135.6,2.8,20.8,405.0,4.0,60.2,14.5,11.6,2,86.9,
645,Radiall,France,Technology hardware & equipment,14.6,0.8,203.3,9.9,7.2,7.9,-1.1,3.9,10.4,42.2,5.1,3,40.7,
646,Prima Industrie,Italy,Industrial engineering,14.6,10.8,309.7,23.9,4.7,3.9,138.6,1.3,12.5,574.7,4.0,0,-77.0,
647,Unibel,France,Food producers,14.5,-7.4,2527.1,4.5,0.6,,,,180.1,-13.0,7.1,11,1.0,
648,Nordstjernan,Sweden,Real Estate Investment & Services,14.4,2.4,6683.0,5.0,0.2,,,,286.2,21.8,4.3,31,2.1,
649,IBS,Sweden,Software & computer services,14.3,-21.2,,,,,,,,,,0,,
650,Quest Diagnostics,UK,Support services,14.3,41.0,78.8,-0.6,18.2,,,,5.8,194.3,7.3,0,-1.6,
651,Circassia Holdings,UK,Pharmaceuticals & biotechnology,14.3,61.4,,,,,,,-18.3,62.2,,0,22.2,
652,Vitec,UK,Industrial engineering,14.2,5.3,419.4,13.4,3.4,16.4,-0.7,3.9,27.1,5.6,6.5,2,7.6,
653,Smartstream Technologies,UK,Software & computer services,14.1,-34.9,35.0,-45.8,40.5,,,,0.8,-94.0,2.3,0,-5.7,
654,Oxford Nanopore Technologies,UK,Pharmaceuticals & biotechnology,14.0,36.8,,,,,,,,,,0,,
655,CNP Assurances,France,Life insurance,14.0,37.3,28719.9,-36.2,0.0,,,,-4588.4,-450.0,-16.0,0,,
656,Finatis,France,Food & drug retailers,14.0,7.7,35059.0,17.7,0.0,,,,1501.0,53.2,4.3,228,30.0,
657,Carlsberg,Denmark,Beverages,14.0,7.2,8549.8,5.8,0.2,587.1,48.5,6.9,1266.3,-2.5,14.8,43,3.1,
658,Aperam SA,Luxembourg,Industrial metals & mining,13.9,-14.3,4903.8,13.2,0.3,,,,35.6,-58.6,0.7,11,5719.3,
659,SAES Getters,Italy,Electronic & electrical equipment,13.9,-0.1,148.6,4.9,9.3,6.1,3.7,4.1,12.8,17.1,8.6,1,-2.3,
660,4SC,Germany,Pharmaceuticals & biotechnology,13.8,-12.6,0.8,-21.1,1771.9,0.2,-60.4,21.5,-18.8,-7.3,-2405.4,0,2.1,
661,WMF,Germany,Household goods & home construction,13.8,8.7,979.4,8.6,1.4,29.1,12.6,3.0,64.5,8.3,6.6,6,-0.1,
662,Spirax-Sarco Engineering,UK,Industrial engineering,13.7,28.6,776.7,10.2,1.8,51.2,22.7,6.6,154.7,4.4,19.9,5,5.7,
663,Ceres Power,UK,Electronic & electrical equipment,13.6,14.8,0.8,-12.0,1642.9,2.8,-17.8,334.2,-19.9,26.6,-2404.6,0,38.0,
664,TKH,The Netherlands,Industrial metals & mining,13.6,53.3,1061.1,18.8,1.3,24.3,15.7,2.3,77.1,24.9,7.3,4,9.6,
665,P&I Personal & Informatik,Germany,Software & computer services,13.6,9.3,70.6,2.2,19.2,1.0,53.7,1.4,18.1,17.5,25.7,0,15.0,
666,Sto Aktiengesellschaft,Germany,Construction & materials,13.5,12.5,1106.8,12.2,1.2,27.1,23.2,2.5,107.1,20.3,9.7,5,10.5,
667,TUI,Germany,Travel & leisure,13.5,-19.6,17480.3,6.9,0.1,444.8,12.7,2.5,457.0,34.4,2.6,74,12.1,
668,Kraussmaffei Technologies,Germany,Industrial engineering,13.5,19.5,524.8,23.5,2.6,,,,27.3,-219.2,5.2,2,1.3,
669,Glanbia,Ireland,Food producers,13.3,-4.4,2671.2,23.3,0.5,47.2,57.2,1.8,157.7,7.9,5.9,4,7.5,
670,Durr Dental,Germany,Health care equipment & services,13.3,11.1,204.6,11.8,6.5,,,,46.1,24.8,22.5,1,4.4,
671,Cosun,The Netherlands,Food producers,13.3,29.1,1772.4,0.4,0.8,,,,137.3,-17.9,7.7,4,-7.2,
672,Readsoft,Sweden,Software & computer services,13.3,39.1,74.4,7.2,17.8,0.8,-28.0,1.0,8.8,59.2,11.8,0,4.3,
673,SAF-HOLLAND,Luxembourg,Industrial engineering,13.2,23.1,831.3,31.7,1.6,12.1,89.8,1.5,49.4,59.9,5.9,3,18.6,
674,Eos Holding Aktiengesellschaft,Germany,Support services,13.2,23.2,99.0,48.3,13.3,,,,11.9,310.7,12.0,0,11.9,
675,Atex,UK,Software & computer services,13.1,14.7,82.3,11.4,15.9,,,,11.8,-185.4,14.3,1,1.6,
676,Gewiss,Italy,Electronic & electrical equipment,13.0,0.7,303.9,10.1,4.3,6.4,-34.8,2.1,37.5,30.7,12.4,2,-1.7,
677,Debenhams,UK,General retailers,13.0,92.4,2640.5,6.7,0.5,112.7,16.2,4.3,204.4,-4.4,7.7,31,0.7,
678,Transmode Holding,Sweden,Fixed line telecommunications,13.0,44.8,102.9,31.1,12.6,2.0,412.7,2.0,16.6,37.1,16.1,0,19.9,
679,Hansen Transmissions International,Belgium,Alternative energy,12.9,8.1,378.7,-15.7,3.4,,,,-6.9,-259.5,-1.8,1,-36.6,
680,Isra Vision,Germany,Industrial engineering,12.9,23.6,75.2,15.9,17.1,1.1,95.1,1.5,13.2,17.0,17.5,0,16.1,
681,Royal Ten Cate,The Netherlands,Personal goods,12.8,39.1,1138.8,15.7,1.1,21.3,31.5,1.9,89.6,20.1,7.9,4,1.9,
682,Atlantia,Italy,Industrial transportation,12.7,-16.8,4357.9,-3.8,0.3,,,,1300.2,-28.8,29.8,10,5.8,
683,Dometic Holding,Sweden,Support services,12.7,-30.7,,,,,,,,,,0,,
684,Brembo,Italy,Automobiles & parts,12.7,23.7,1254.5,16.7,1.0,146.3,144.7,11.7,73.3,37.5,5.8,7,14.5,
685,Delcam,UK,Software & computer services,12.6,10.3,50.1,14.6,25.2,0.7,27.4,1.5,3.4,50.3,6.9,1,7.2,
686,Beig Topco,UK,Food producers,12.6,0.6,1563.3,58.1,0.8,,,,246.4,31.3,15.8,3,17.5,
687,ORC Software,Sweden,Software & computer services,12.6,-37.5,103.6,-5.5,12.1,,,,-8.2,-196.8,-7.9,0,8.2,
688,Senior,UK,Aerospace & defence,12.5,14.1,765.6,13.0,1.6,25.2,56.3,3.3,99.1,33.7,12.9,5,10.3,
689,Victrex,UK,Chemicals,12.5,130.3,257.9,13.9,4.9,10.8,97.5,4.2,112.1,25.2,43.5,1,10.6,
690,DSV,Denmark,Industrial transportation,12.5,-11.2,5879.6,2.9,0.2,73.7,64.5,1.3,324.2,9.6,5.5,22,2.3,
691,Cohort,UK,Aerospace & defence,12.4,1.5,90.1,15.8,13.8,0.2,-76.5,0.2,6.0,121.1,6.7,1,-8.5,
692,Punch International,Belgium,Electronic & electrical equipment,12.4,9.7,130.8,-12.7,9.5,13.8,-36.1,10.6,23.8,-261.5,18.2,0,-4.9,
693,Aviagen International Finance,UK,Real Estate Investment & Services,12.4,24.4,301.4,18.8,4.1,,,,57.6,76.1,19.1,2,28.8,
694,Villeroy & Boch,Germany,Construction & materials,12.3,39.0,742.9,4.0,1.7,25.6,13.5,3.4,25.2,-149.0,3.4,8,-3.2,
695,Cellectis,France,Pharmaceuticals & biotechnology,12.3,0.0,9.9,21.6,124.0,3.3,125.3,33.5,-19.5,68.8,-196.7,0,31.7,
696,NEDAP,The Netherlands,Electronic & electrical equipment,12.3,26.8,152.3,14.1,8.1,9.4,55.4,6.2,14.6,30.4,9.6,1,4.9,
697,Enea,Sweden,Software & computer services,12.3,11.0,81.0,-0.6,15.2,1.3,254.0,1.6,0.3,-96.3,0.3,1,5.0,
698,Kingspan,Ireland,Construction & materials,12.2,157.3,1546.9,29.6,0.8,28.8,28.7,1.9,89.5,38.8,5.8,6,20.5,
699,Kendrion,The Netherlands,General industrials,12.2,15.1,267.9,20.7,4.6,11.3,-14.4,4.2,27.9,22.9,10.4,1,7.7,
700,Credito Agricola,Portugal,Banks,12.1,2.3,505.0,-12.5,2.4,,,,59.8,-6.7,11.8,4,-1.5,
701,Faiveley Transport,France,Industrial engineering,12.1,4.2,900.5,-1.5,1.3,10.1,-1.3,1.1,95.9,-24.7,10.7,5,6.9,
702,Oriflame Cosmetics,Luxembourg,Personal goods,12.1,-0.5,1493.8,-1.3,0.8,46.7,-25.4,3.1,158.2,0.5,10.6,8,-5.4,
703,Option,Belgium,Technology hardware & equipment,12.1,-12.9,49.9,-13.5,24.3,0.2,160.9,0.3,-3.6,-89.1,-7.2,0,-20.8,
704,Rosenbauer International,Austria,Industrial engineering,12.1,24.7,541.6,-9.1,2.2,10.9,32.7,2.0,35.6,-30.2,6.6,2,3.9,
705,Dynea,Finland,Chemicals,12.1,2.5,826.2,16.7,1.5,,,,0.4,-97.9,0.0,2,1.2,
706,Palfinger,Austria,Industrial engineering,12.1,-21.4,845.7,29.7,1.4,24.4,67.6,2.9,56.5,55.5,6.7,6,29.4,
707,Sequana,France,Forestry & paper,12.0,20.0,3944.0,-4.2,0.3,,,,29.0,-79.1,0.7,11,-7.1,
708,Saipem,Italy,Construction & materials,12.0,-7.7,12593.0,12.8,0.1,1100.0,-28.2,8.7,1422.0,5.7,11.3,40,5.1,
709,Mondi,UK,Forestry & paper,12.0,9.1,5739.0,-7.9,0.2,263.0,-40.2,4.6,572.0,16.3,10.0,0,-14.9,
710,Beijer Electronics,Sweden,Electronic & electrical equipment,12.0,25.8,159.1,15.0,7.5,2.3,50.6,1.4,17.1,34.1,10.7,1,24.2,
711,Dynaction,France,Chemicals,12.0,-4.5,164.5,3.8,7.3,,,,3.9,5816.7,2.4,1,-0.6,
712,Eurotech,UK,Electronic & electrical equipment,11.9,19899.9,12.5,-17.9,95.9,,,,0.2,-20.0,1.3,0,10.9,
713,Tecnotree,Finland,Technology hardware & equipment,11.9,-9.3,62.3,2.6,19.1,0.7,-18.1,1.1,-11.1,37.6,-17.8,1,15.7,
714,Atria,Finland,Food producers,11.9,15.6,1301.9,0.1,0.9,34.2,-69.9,2.6,9.1,-27.8,0.7,5,-5.9,
715,Randox Laboratories,UK,Pharmaceuticals & biotechnology,11.9,69.3,85.4,12.8,13.9,,,,3.8,14.3,4.4,1,9.6,
716,McBride,UK,Household goods & home construction,11.8,43.5,972.5,0.2,1.2,30.1,-3.4,3.1,20.4,-51.4,2.1,5,0.3,
717,Nexus,Germany,Software & computer services,11.8,175.6,53.5,19.4,22.1,,,,4.2,13.1,7.9,0,20.4,
718,CeWe Color,Germany,General retailers,11.8,-11.9,469.0,5.0,2.5,30.3,36.8,6.5,30.7,10.1,6.5,3,5.3,
719,Quotient Bioresearch Holdings,UK,Pharmaceuticals & biotechnology,11.8,,18.7,,62.8,,,,0.3,,1.4,1,,
720,Carmat,France,Pharmaceuticals & biotechnology,11.7,24.4,6.1,19.9,193.6,0.9,-21.1,14.5,-16.0,53.1,-264.8,0,34.6,
721,Snell,UK,Electronic & electrical equipment,11.7,15.8,82.9,5.9,14.1,,,,1.6,-70.5,2.0,0,10.1,
722,LPKF Laser & Electronics,Germany,Electronic & electrical equipment,11.5,36.6,91.1,12.2,12.7,10.6,100.2,11.7,14.9,-11.9,16.3,1,29.2,
723,Tobii Technology,Sweden,Technology hardware & equipment,11.5,83.7,37.4,5.7,30.7,,,,-9.2,87.0,-24.6,0,22.1,
724,M Sport,UK,Travel & leisure,11.5,17.4,52.4,-9.9,21.9,,,,1.7,-75.7,3.2,0,1.9,
725,Oasmia Pharmaceutical,Sweden,Pharmaceuticals & biotechnology,11.4,18.6,0.1,740.6,11451.1,0.3,-71.8,327.0,-7.4,1.8,-7354.7,0,13.2,
726,Swedish Match,Sweden,Tobacco,11.4,6.2,1308.9,-14.3,0.9,27.5,-21.2,2.1,415.4,3.1,31.7,4,-56.0,
727,Oxford Biomedica,UK,Pharmaceuticals & biotechnology,11.3,67.1,9.2,-30.8,123.0,4.3,1124.3,47.2,-17.3,19.8,-187.3,0,17.8,
728,Lectra,France,Software & computer services,11.3,18.2,205.9,8.2,5.5,2.8,164.9,1.4,30.2,63.2,14.7,1,0.9,
729,Tullett Prebon,UK,Other financials,11.2,28.3,1.1,-99.9,1018.7,,,,0.1,-99.9,13.0,0,,
730,Holmen,Sweden,Forestry & paper,11.2,0.0,2093.4,6.1,0.5,202.6,9.6,9.7,216.4,370.5,10.3,4,-4.7,
731,HKScan,Finland,Food producers,11.2,16.7,2491.3,17.9,0.4,60.4,-17.9,2.4,39.5,-1.0,1.6,8,10.6,
732,Elia System Operator,Belgium,Electricity,11.1,1.8,1188.2,26.5,0.9,288.3,49.2,24.3,312.0,14.0,26.3,1,-33.0,
733,Singulus Technologies,Germany,Industrial engineering,11.1,-21.3,157.5,33.2,7.0,1.9,-9.5,1.2,7.7,-109.7,4.9,0,-6.0,
734,Fagerhult,Sweden,Electronic & electrical equipment,11.1,34.3,339.2,20.6,3.3,6.8,-19.4,2.0,35.6,107.5,10.5,2,15.7,
735,CAF,Spain,Industrial engineering,11.1,-55.6,1725.1,9.4,0.6,44.8,-31.0,2.6,192.0,23.6,11.1,7,-0.2,
736,Avanquest Software,France,Software & computer services,11.1,-6.0,109.8,24.6,10.1,7.1,1217.7,6.5,1.0,-77.0,1.0,1,5.4,
737,Polytec Holding,Austria,Automobiles & parts,11.0,-31.6,657.4,-14.6,1.7,17.5,4.7,2.7,43.3,35.6,6.6,5,-7.1,
738,Odelo,Germany,General retailers,11.0,-33.2,195.4,26.1,5.6,,,,-2.1,-91.2,-1.1,1,0.5,
739,freenet,Germany,Software & computer services,11.0,7.6,3217.9,-4.1,0.3,22.5,104.1,0.7,167.8,24.6,5.2,4,-1.3,
740,Jazz Pharmaceuticals,Ireland,Pharmaceuticals & biotechnology,10.9,-44.9,210.4,56.7,5.2,1.0,75.0,0.5,98.8,121.2,46.9,0,78.1,
741,Gothaer,Germany,Nonlife insurance,10.9,-39.1,3323.7,-19.4,0.3,,,,-499.7,-566.1,-15.0,6,13.9,
742,Atari,France,Software & computer services,10.8,-63.4,39.6,-45.5,27.3,0.1,-66.7,0.3,1.6,-140.0,4.0,0,-79.9,
743,Francotyp-Postalia,Germany,Industrial engineering,10.8,36.6,159.4,8.2,6.8,8.8,71.5,5.5,1.2,-77.7,0.8,1,5.5,
744,Diamyd Medical,Sweden,Pharmaceuticals & biotechnology,10.8,18.7,31.5,148.4,34.2,0.2,175.4,0.7,12.5,-3857.6,39.7,0,52.6,
745,Balfour Beatty,UK,Construction & materials,10.8,125.0,11344.5,2.8,0.1,92.0,-9.4,0.8,178.0,-15.8,1.6,50,0.5,
746,Picanol,Belgium,Industrial engineering,10.5,31.8,467.0,18.0,2.3,6.9,84.7,1.5,76.3,59.3,16.3,2,1.4,
747,Suss MicroTec,Germany,Technology hardware & equipment,10.5,54.3,175.4,26.1,6.0,2.5,-5.2,1.4,18.7,62.4,10.7,1,1.3,
748,HC Starck,Germany,Industrial metals & mining,10.4,-18.7,576.0,39.5,1.8,,,,36.0,-365.3,6.3,1,4.2,
749,Sodra,Sweden,Forestry & paper,10.4,3.3,2041.2,-7.8,0.5,,,,113.4,-54.3,5.6,4,-1.9,
750,Subsea 7,Luxembourg,"Oil equipment, services & distribution",10.4,157.7,4232.6,131.2,0.2,519.7,33.5,12.3,495.0,47.3,11.7,0,,
751,Ohb Technology,Germany,Aerospace & defence,10.3,-27.9,555.7,30.6,1.9,8.2,-32.7,1.5,27.3,22.2,4.9,2,40.3,
752,METabolic Explorer,France,Chemicals,10.2,691.7,0.9,0.0,1202.5,,,,-5.9,12.2,-689.1,0,0.8,
753,Cosworth Holdings,UK,Real Estate Investment & Services,10.1,3.9,54.0,13.6,18.7,,,,6.2,5.6,11.5,0,11.1,
754,StatPro,UK,Software & computer services,10.1,56.7,37.9,-4.3,26.7,1.2,4.4,3.1,5.1,-33.6,13.4,0,7.3,
755,Wurth,Germany,General industrials,10.1,12.2,9698.7,12.3,0.1,,,,459.4,15.8,4.7,65,8.8,
756,Velti,UK,Software & computer services,10.1,66.6,146.2,62.7,6.9,,,,-7.7,-511.0,-5.3,1,88.4,
757,Civica Holdings,UK,Software & computer services,10.1,-4.2,31.6,-2.1,31.9,,,,2.5,23.9,7.9,0,-6.1,
758,Fiberweb,UK,Support services,10.0,-2.3,355.8,-35.7,2.8,27.0,-31.5,7.6,10.2,-61.0,2.9,2,5.9,
759,Premier Foods,UK,Food producers,10.0,-20.8,2389.2,-18.0,0.4,69.3,13.5,2.9,-211.3,-300.9,-8.8,14,-5.2,
760,Temenos,UK,Software & computer services,10.0,29.2,39.2,16.2,25.6,,,,-6.1,838.5,-15.6,0,47.3,
761,Northern Powergrid Holdings,UK,Real Estate Investment & Services,10.0,616.6,767.6,6.0,1.3,,,,418.6,10.0,54.5,2,-0.5,
762,Etex,Belgium,Construction & materials,10.0,23.9,,,,,,,,,,0,,
763,Franz Haniel & Cie,Germany,Food & drug retailers,10.0,-16.7,27346.0,-0.3,0.0,,,,676.0,-19.9,2.5,58,-0.5,
764,Landesbank Berlin,Germany,Banks,10.0,-37.5,1431.0,1.0,0.7,,,,41.0,-87.1,2.9,7,-1.0,
765,Tessenderlo,Belgium,Chemicals,10.0,-24.8,2126.0,-12.4,0.5,106.5,-9.1,5.0,97.9,198.5,4.6,7,-5.5,
766,Espirito Santo Financial,Luxembourg,Banks,9.9,11.6,2864.0,1.5,0.3,,,,208.8,-67.0,7.3,15,0.5,
767,Neumayer Tekfor,Germany,Real Estate Investment & Services,9.9,16.7,364.7,,2.7,,,,0.6,,0.2,3,,
768,Tikkurila,Finland,Chemicals,9.9,-2.3,643.7,9.4,1.5,14.1,42.7,2.2,61.0,0.7,9.5,0,,
769,Ocado,UK,Food & drug retailers,9.8,64.1,714.9,18.8,1.4,125.7,269.4,17.6,1.1,-117.3,0.2,5,21.8,
770,A-Tec Industries,Austria,Industrial engineering,9.8,-6.2,1437.7,-52.0,0.7,27.0,-57.6,1.9,-121.9,-176.2,-8.5,6,-53.1,
771,Norbrook Laboratories,UK,Pharmaceuticals & biotechnology,9.7,24.7,162.4,22.5,6.0,5.8,-7.1,3.6,14.6,153.1,9.0,1,16.9,
772,Prayon,Belgium,Chemicals,9.7,-4.0,,,,,,,,,,0,,
773,Innovation,UK,Software & computer services,9.7,30.7,210.1,8.5,4.6,10.7,255.1,5.1,12.5,-854.3,6.0,2,10.7,
774,Infovista,France,Software & computer services,9.7,1.7,43.0,-4.8,22.5,0.6,32.1,1.3,1.3,74.8,3.0,0,-8.1,
775,Fiskars,Finland,Household goods & home construction,9.6,12.9,742.5,3.7,1.3,24.4,28.4,3.3,52.6,-53.0,7.1,4,-1.1,
776,Maschinenfabrik Berthold Hermle,Germany,Industrial engineering,9.6,18.9,269.3,43.6,3.6,16.2,244.5,6.0,55.2,100.9,20.5,1,5.0,
777,IRIS,Belgium,Software & computer services,9.6,51.5,121.3,1.5,7.9,4.5,724.3,3.7,5.1,10.5,4.2,0,-3.7,
778,Chroma Therapeutics,UK,Pharmaceuticals & biotechnology,9.5,-20.4,1.6,652.2,592.4,,,,-11.0,-25.7,-681.7,0,4.0,
